63,3552.120749,,,,,
64,3552.856758,,,Best Scoring,,
65,3553.591138,,,12,13,0;0;0;0;0;0;0;0;0;0.24726783515551745;0.41894754150447544;0;0;0;0;0;1;0.279964805125405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.44347991336096665;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.08678038171663449;0;0;0;0;0;0;0;0;0;0;0;0;0.7668366840674234;0;0.6579914690240938;0.9413254633375765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.13757254513455786;0;0;1;0.3304549984850851;0;0;0;0;0;0;0;0;0;1;0;0;0.011553532490821158;0;0;0;0.94678036919287;0;0;0;0;0;0;0.14638293421594206;0;0;0;0;0;0.05321963080713001;0;1;0;0;0;0;0;0;0;0.05867453666242351;0;0.720035194874595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7527321648444826;0;0;0
66,3554.324633,,,,,
67,3555.057263,,,,,
68,3555.788902,,,,,
69,3556.520187,,,,,
70,3557.251185,,,,,
71,3557.981161,,,,,
72,3558.655627,,,,,
73,3559.273844,,,,,
74,3559.831992,,,,,
75,3560.386869,,,,,
76,3560.938226,,,,,
77,3561.486774,,,,,
78,3562.032667,,,,,
79,3562.576331,,,,,
80,3563.117731,,,,,
81,3563.657056,,,,,
82,3564.157836,,,,,
83,3564.652966,,,,,
84,3565.14363,,,,,
85,3565.623897,,,,,
86,3566.004284,,,,,
87,3566.374984,,,,,
88,3566.73516,,,,,
89,3567.086659,,,,,
90,3567.433114,,,,,
91,3567.779098,,,,,
92,3568.124418,,,,,
93,3568.468731,,,,,
94,3568.8127,,,,,
95,3569.156159,,,,,
96,3569.499239,,,,,
97,3569.842073,,,,,
98,3570.184715,,,,,
99,3570.526939,,,,,
100,3570.869323,,,,,
101,3571.211658,,,,,
102,3571.553911,,,,,
103,3571.895998,,,,,
104,3572.238076,,,,,
105,3572.580132,,,,,
106,3572.922327,,,,,
107,3573.254408,,,,,
108,3573.576777,,,,,
109,3573.898927,,,,,
110,3574.220632,,,,,
111,3574.541624,,,,,
112,3574.860573,,,,,
113,3575.179399,,,,,
114,3575.498007,,,,,
115,3575.816616,,,,,
116,3576.131151,,,,,
117,3576.445534,,,,,
118,3576.759704,,,,,
119,3577.073602,,,,,
120,3577.387445,,,,,
121,3577.701148,,,,,
122,3578.014851,,,,,
