3309.545778227947,3288.4202506907736,3251.995418921795
3313.19610394158,3293.580860131599,3258.9530779346433
3316.5733046288105,3298.312838516629,3265.2280313703777
3319.7792107069813,3302.6544585177753,3270.9591041206336
3322.8315899546537,3306.6540870372437,3276.2440008522035
3325.746190449986,3310.4168294663486,3281.1567536616835
3328.537256373416,3313.940913458812,3285.7550781681666
3331.217230019448,3317.291811965525,3290.0814205795546
3333.7913920821566,3320.489910562093,3294.1681709036634
3336.2535043511316,3323.552357922724,3298.0460607328105
3338.631629542867,3326.492936380925,3301.7365255073773
3340.9312937286954,3329.323668865195,3305.260804135528
3343.158748498335,3332.0534197939355,3308.633582960566
3345.319845896924,3334.691279342726,3311.869485320854
3347.417570408324,3337.243697876292,3314.9811715799183
3349.4579476656063,3339.7179994150083,3317.9792719362854
3351.4434208688413,3342.119526844989,3320.866865197886
3353.3773856545204,3344.4541113577825,3323.6498711767786
3355.262949543258,3346.7209022550396,3326.343356054528
3357.1031112262117,3348.9259937494185,3328.9533173175414
3358.900772579878,3351.0753917085244,3331.4861596956375
3360.6585635057477,3353.1616621811413,3333.9463429803786
3362.377501644391,3355.180977491206,3336.3395688977207
3364.0602670116446,3357.1548867464544,3338.669064252981
3365.7085025213432,3359.0748342717443,3340.939267998556
3367.3243546394806,3360.937900511158,3343.1529007450026
3368.9067088755946,3362.7636355127174,3345.313785547942
3370.4580326150917,3364.553373713854,3347.424238839154
3371.980834504685,3366.307801217071,3349.4650907105292
3373.4628334300614,3368.029231223246,3351.413445190505
3374.9109211258688,3369.720039086227,3353.3202998689903
3376.334097994819,3371.3243958809453,3355.1879470907843
3377.7339234615174,3372.8845463777416,3357.01849840532
3379.110466771614,3374.4031480571675,3358.813469986907
3380.4541738754247,3375.8875980245593,3360.574383848121
3381.768216197131,3377.3480885317326,3362.30356802205
3383.0625561833103,3378.7852226239524,3364.00223098364
3384.338322160707,3380.197894228531,3365.671087151324
3385.595187261566,3381.5889873560977,3367.305652807465
3386.8318308169396,3382.9597829918594,3368.9106530790013
3388.039487654505,3384.3104670533344,3370.4897131259563
3389.230778682604,3385.6135562372865,3372.0436545780913
3390.406071578353,3386.8989796061005,3373.5749473109927
3391.54333410305,3388.167315493322,3375.07915467632
3392.665186535311,3389.419306840983,3376.465724552177
3393.7727990902354,3390.655052744046,3377.820940930002
3394.8672033170624,3391.8752549851292,3379.156598000573
3395.948433048242,3393.0811286804988,3380.474000273468
3397.017120540822,3394.2719037527922,3381.774297558158
3398.0738748474905,3395.4488711638573,3383.0574826801385
3399.1187465146577,3396.611783887489,3384.3238108788496
3400.151711057403,3397.761704856057,3385.5740600521076
3401.1735762436865,3398.8984483148893,3386.7901598329036
3402.1845843061815,3400.0228408220746,3387.981599501557
3403.184855628082,3401.1350007053334,3389.1589103948418
3404.1751430457703,3402.235212103901,3390.321996030624
3405.1553632376063,3403.3242659126518,3391.454899732996
3406.1259291717092,3404.4018584930354,3392.572519597493
3407.0866499064477,3405.4689936162667,3393.67732540455
3408.0364282223295,3406.525355090018,3394.769806425345
3408.974614712508,3407.5716972223354,3395.850336306895
3409.904352198115,3408.591775076244,3396.9191437324384
3410.825503108783,3409.556660005718,3397.976702287141
3411.73827500459,3410.5126915095248,3399.023599454062
3412.643465974755,3411.4595453829006,3400.059366126514
3413.537617356211,3412.397755628536,3401.084640112064
3414.423455974233,3413.3276415311284,3402.099860076287
3415.3021715504333,3414.2473909786536,3403.1053966972177
3416.1734540836255,3415.1591653939636,3404.101515664588
3417.037773408696,3416.06308699689,3405.088263126699
3417.8952830244625,3416.9150490315806,3406.065921792104
3418.7456661968636,3417.745685261362,3407.0346753630465
3419.5898181768634,3418.569688245024,3407.9950307546565
3420.4277089317566,3419.3870662938066,3408.946358542987
3421.2590260536294,3420.1978363042754,3409.8896326260506
3422.0842341762454,3421.0023360363666,3410.8253111114786
3422.9033852113953,3421.800759973749,3411.75309712812
3423.716765204358,3422.5931524202842,3412.6732664534993
3424.524322344014,3423.3793563219765,3413.586150233948
3425.326151672902,3424.1600891767453,3414.4913717200707
3426.1226082619078,3424.9336647663645,3415.3894577217175
3426.9138310552344,3425.701485719041,3416.26448628301
3427.6995138759276,3426.463843522495,3417.125056170086
3428.4799470282196,3427.220490018088,3417.9794002401613
3429.2454511063534,3427.972134278546,3418.8270919063307
3429.999203696245,3428.7182056367265,3419.6688164905536
3430.748307696452,3429.4597228591906,3420.5045079543916
3431.492643969807,3430.1964120025496,3421.334225355708
3432.2323747888386,3430.927787727743,3422.158221047462
3432.9676035597495,3431.654493115323,3422.977102687476
3433.698409332697,3432.3761242095334,3423.789860071646
3434.424924819134,3433.0932771187004,3424.5974810600856
3435.1471895041486,3433.80609637429,3425.399985831381
3435.8650442749063,3434.5139190312448,3426.1972443071327
3436.5789779081847,3435.2177481164968,3426.989533243486
3437.2889106969824,3435.9173947632326,3427.7769001898855
3437.994883131757,3436.612795366987,3428.5575832354634
3438.6968091341096,3437.303996999688,3429.3141443455393
3439.3949459480878,3437.9910239419387,3430.0503136539805
3440.0892701857847,3438.674145245275,3430.781872181526
