3300.7201273463706,3247.4888539013655,3326.8376432238783,3270.8771694154384,3213.226792276381,3259.8892541887203,3205.878847451767,3294.9195141826667,3281.2330837547056,3196.5410404730924
3222.6981021600436,3317.6498906237657,3294.021899285638,3269.7870512730196,3122.3529272858077,3204.2352233594706,3253.293234151845,3301.5265063297024,3254.594029279427,3274.18197237299
3142.6969678742034,3276.9366228101517,3263.2283790518177,3188.1872694628064,3158.309906928465,3225.977237446537,3254.0727886560207,3302.4940492007863,3186.8099634733867,3224.27366284157
3200.545308219471,3129.892388870022,3211.661234716075,3127.95096977373,3059.0502259069553,3118.841976608918,2887.250704876867,3307.3161755771507,3242.430996498731,3320.0643591277676
3172.5176223401886,3018.5701184045174,2766.5261405841734,3295.680237429098,3091.5250287360973,3103.1966401243258,3250.949233569577,3340.0541906662725,3269.5482026194604,3254.2908495670695
3071.2860976878865,3259.833824303698,3190.4816508948193,3303.2512817043703,3263.8356086061995,2494.683458019575,3301.4939887291453,3316.8711292084927,3255.744228681193,3153.016647990595
3317.3485405741294,3200.4703247124366,3079.346884008163,3290.0554316783796,3257.5493407996873,3074.258826519245,3297.7925693592824,3251.9229098039414,3278.9434165173548,3257.2214845892786
3204.28144246714,3297.864919143591,3225.0196955404726,3260.6682843178137,3239.4811559145537,2818.4312280230893,3275.5262326396423,3338.748029239699,3303.696063849209,3103.884876112861
2962.7424395739295,3299.7657711789343,2754.5416846543276,3283.222962286212,3000.846203687565,2966.071321340748,3230.267883713629,3307.7742294199024,3271.486943330157,3253.4835501812513
3217.10025499711,3275.4359596306285,3178.258859110494,3281.597651517247,3209.3818150299503,2926.497094154393,3313.0941074381085,3167.319825152795,3143.992221913017,3194.8068035880915
3238.5194848232495,3283.392004243197,3087.520144444303,3214.329308225242,3091.980621392772,3114.4469102186786,3329.3959219387484,3264.533809381861,3236.9640174083015,3258.4660226316946
3253.497613003284,3163.11743536607,2919.202291665331,3230.310397856728,2873.816072603273,2355.053864049172,3352.070550299764,3200.458960260609,3240.89946317413,3254.105496757377
3249.8023315125674,3207.622789354337,2548.10506476595,3270.654410901275,3150.7893769577113,2856.3824359208015,3285.633839713936,2797.028791795227,2582.406319486944,3295.9943326336347
3113.5493233661305,3254.342205491073,2723.3507684839674,3259.6487507985876,3216.7019075440226,3218.3621595109535,3108.0786252985877,3216.7997029265125,3211.0762580149158,3241.2294315559066
3262.2848008133387,3048.6652057614633,1419.1617012708714,3278.8481094692424,3259.4522278888126,3271.8428160883104,3297.951879844296,3199.3771379359705,3213.4773049563364,3196.962508536735
3291.496219591808,3263.578337799672,3058.578595106015,3257.678159966398,3291.0414738798377,3292.870294822048,3241.124943018583,3296.581671298215,3135.2351588394995,3229.120789850253
3340.600385416427,3260.174164976698,3104.273221653698,3212.5556979951175,2897.4131927493986,3248.6193057699516,3282.1633112190066,3214.2899604249515,3109.4909631924947,3293.1811184620683
3338.453827669629,3317.1474241954693,2821.2513234861,3288.4543815049765,3291.2873923500883,3127.783577985905,3221.232803297546,3265.948049771482,3264.6612100488815,3267.5738246404217
3292.2922042639443,3336.8484212658295,3248.0564809274374,3257.402880455397,3163.262436222876,3150.656952498809,3281.29292277649,3226.82440714376,3042.343967477245,3253.2021978158036
3275.2224757286144,3348.737991112236,2983.1347473516253,3101.913064012113,3179.175194678689,3128.422902827139,3170.2327729367425,2991.764246324883,3034.947443261674,3242.2905719328237
3283.8839883189275,3317.475154049577,2697.699742051393,3301.15081947774,2850.764846202422,3158.192943492818,3100.239221965728,3250.399253198786,3199.036742221232,3285.1107598834824
3099.949278549868,3309.9604545889247,1413.791073011284,3312.558456760991,2956.3042731639152,3221.4842962865005,3217.470466365548,3330.884016058751,3206.3813974129885,3180.6049390767184
3215.4391485369792,3300.6930750605643,2346.065619969864,3303.0293697337024,3245.463876258731,3223.3996162253366,3229.421977572286,3324.129578327748,2838.130827450409,3295.5846743544994
3089.7446643749663,2892.5834486478398,3079.9843295174755,3340.177264466691,3296.9770541503694,3185.815023128143,3292.4273495882258,3311.9077975064624,3222.000728220717,3290.974274875643
3296.148984694889,3299.4726700624105,3003.0630756644346,3318.6398976847527,2628.9674872186374,3049.266501828796,3144.8585172030234,3329.502382121781,3241.892087303522,3277.6726030481814
3251.6707177180065,3223.5878594166143,3162.939143406662,3334.330959091042,3230.689618394585,3270.7210305071458,3216.0772450361146,3272.6950249825936,3081.7179039787934,3258.698044214862
3287.563393598809,3214.9356145275206,3214.5406968980324,3281.4955255173554,3287.4228730559958,3278.6704350608834,3112.075789889263,3294.7931364739434,3005.941125311485,2979.5827006002064
3283.593017746036,3183.2352419909676,3266.4028831179808,2976.591840765166,3256.207834883559,3200.3996959022215,3160.517276546166,3277.1381231082923,3238.582930035148,3275.514185707925
3346.713262627599,3073.8214363003394,3269.28533892129,2014.7486302134198,3250.407911693602,3245.331184093425,2179.9212434001984,3236.1719040459984,3171.9030512613253,3272.1990633225078
3264.0644205114154,3133.454675710344,3035.718022861656,3260.07305186673,3299.9893355191916,3086.005106044452,2442.4618920444464,3245.054856557048,3187.4941594226566,3311.4969716025894
3324.0586069911965,2325.888173853296,3176.859485615272,3273.4921081183443,3198.554620980057,3308.22784547235,3277.178421238594,3172.208687700392,3160.596494901461,3277.943928106452
3299.7570824722197,2993.8240412443974,3278.7078108336736,3296.7633909490587,3096.8639510515086,3331.5627500647925,3281.0016300590355,3272.9615478367687,3250.3804008071074,3299.4044473056238
3288.711451391852,3291.38725574755,3127.2320144971154,3188.8014865279492,3211.8387995360554,3344.202453684722,3246.8037487529177,3029.3253185056246,3207.9921639916656,3168.6858240503784
3330.3218341644906,3222.378504134798,3307.4561770553587,3286.0463663639684,3180.299684806303,3287.484857173356,3283.2217457100064,2853.648299431382,3169.035231074424,3233.266042155695
3064.528017362363,3243.1216807498613,3272.957071482874,3274.6592895770023,3089.1034958218593,3028.9643811793994,3303.738044483378,3074.0759414257773,2900.4734190786066,3233.0081483264507
3295.6161815504706,2769.727970514301,3288.613465484662,3302.7621982079,3250.230438511327,3263.78892934969,3321.7788402708543,3125.8015159839265,3218.4072167535965,3236.753008280743
3312.169528646406,3163.644902804479,3304.6856747238166,3287.3103490632143,3013.1318718438865,3294.1443758134205,3325.893818638635,3310.2530637660375,2964.338727507453,3185.159589730912
3282.5016579856597,3143.5847494807617,3333.618028980234,3296.6428522980864,2770.361693518156,2987.2265151187257,3298.3783465273123,3303.5973345468183,3005.573836164491,3202.8068558008044
3284.351338776946,3246.215577925846,3283.0953656747565,3232.0489511991236,3183.6298639149727,3221.264273304741,3238.5458622036244,3281.4001466744976,3237.5598269166794,3266.0145220702952
3260.483327805513,3233.965392908218,3295.1324345116377,3179.188809668955,3149.363260594821,3229.388777317761,3272.6457618898567,3255.0577405553386,3245.3147381565923,3298.6196714117127
3080.9060401719416,3269.7012553792642,3291.723015353837,3128.9618908883695,2914.593292349689,3273.5273464798065,3242.1719108540606,3005.3048602698254,3286.0160338694977,3289.1580324670076
3055.1910415859447,3197.191292621045,3299.7374756130084,3227.5597351600263,3121.1368858051082,3284.7317322381205,3055.161345491485,2917.0682486633364,3294.8908817282813,3303.043382138071
2792.6849843695245,3318.0708201229168,3327.7356433829727,3118.3569525823427,3214.818710370339,3105.9383182985816,3065.290918785359,3070.458273437729,3289.5126176452827,3273.17256260142
